id,focus,signal,slack,drag,confidence,score,lane
l001,fill risk,35,33,6,25,174,watch
l002,portfolio drift,35,34,6,55,205,ship
l003,quote width,35,35,6,85,236,ship
l004,spread pressure,35,36,18,25,129,watch
l005,fill risk,35,37,18,55,160,watch
l006,portfolio drift,35,38,18,85,191,watch
l007,quote width,35,39,34,25,68,hold
l008,spread pressure,35,40,34,55,99,hold
l009,fill risk,35,41,34,85,130,watch
l010,portfolio drift,60,42,6,25,283,ship
l011,quote width,60,43,6,55,314,ship
l012,spread pressure,60,44,6,85,345,ship
l013,fill risk,60,45,18,25,238,ship
l014,portfolio drift,60,46,18,55,269,ship
l015,quote width,60,47,18,85,300,ship
l016,spread pressure,60,48,34,25,177,watch
l017,fill risk,60,32,34,55,191,watch
l018,portfolio drift,60,33,34,85,222,ship
l019,quote width,85,34,6,25,375,ship
l020,spread pressure,85,35,6,55,406,ship
l021,fill risk,85,36,6,85,437,ship
l022,portfolio drift,85,37,18,25,330,ship
l023,quote width,85,38,18,55,361,ship
l024,spread pressure,85,39,18,85,392,ship
l025,fill risk,85,40,34,25,269,ship
l026,portfolio drift,85,41,34,55,300,ship
l027,quote width,85,42,34,85,331,ship
